Timestamp;1. Do you have a social media account? (e.g., Facebook, Twitter, etc.);2. Which social media account do you use usually?;3. Which device do you usually use to connect social media?;4. Which type of internet connection do you use?;5. How long have you been using a social media account?;6. How frequently do you post (upload status or add photos/videos) on social media? ;7. How much time do you spend daily in social media?;8. When do you usually use social media?;9. How many friends do you have on social media?;10. How many friends do you know personally in social media? ;11. How many groups you are tagged in social media?;12. What is your main purpose for using social media (e.g. Facebook)?;13. What contents do you mainly look for in your social media news feed?;14.Do you believe social media is a good thing?;15. When you see something in social media, do you instantly believe it?;16. Have you ever experienced peer pressure due to social media?;17. Does your emotion get influenced by other's posts (success, failure, loss)? ;18. Have you ever compared yourself with other’s success or luxurious life?;19. Do you think, your mental wellbeing would be better if you do not use social media?;20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?;21. Please write your age in years (number).;22. Gender;23. Marital Status;24. Religion;25. Education;26. Profession;27. Monthly income;28. Area of residence;29. Living with-;30. Body weight (Kg);31. Height (m);32. Smoking habit
2/21/2021 17:30:54;Yes;Snapchat;Mobile Phone;Broadband (Wi-Fi);Less than 2-year;More than 5 per day;3-5 hours;Evening;Less than 500;All of them;More than 20;For time pass;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Sometimes;Never;No;Not trying;27;Male;Married;Muslim;Masters or above;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;80;1.63;Smoker
2/22/2021 17:17:51;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;25;Female;Married;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;80;1.63;Non-smoker
2/20/2021 6:43:55;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;All of them;More than 20;To stay connected with people;Motivational/ informative contents;Yes;No;No;Not at all;Never;Yes;Trying to reduce the use;29;Female;Married;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;73;1.55;Non-smoker
2/19/2021 23:54:39;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;Less than 1 per day;1-3 hours;Afternoon;Less than 500;Most of them;Less than 5;To stay connected with people;Updates of people;No;Yes;No;Sometimes;Most of the times;Yes;Not trying;45;Female;Married;Muslim;Secondary Level;Unemployed including students;No income;Urban Area;With family;73;1.55;Non-smoker
2/19/2021 16:31:17;Yes;Instagram;Laptop;Broadband (Wi-Fi);5-10 years;More than 5 per day;More than 5 hours;Frequently at anytime;2000-4000;Many of them;10-20;To stay connected with people;Updates of current affairs/news;No;No;No;Always;All the times;Yes;Not trying;33;Female;Married;Muslim;Masters or above;Govt. job;10,000-40,000 Tk;Urban Area;With family;78;1.60;Non-smoker
2/16/2021 23:03:33;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;More than 5 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;Less than 5;To stay connected with people;All of them;Yes;Yes;Yes;Sometimes;Never;No;Not trying;28;Male;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Rural Area;With family;86;1.68;Smoker
3/4/2021 18:43:44;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Most of them;Less than 5;For time pass;Updates of people;Yes;Yes;Yes;Always;All the times;Yes;Trying to stop the use;18;Male;Unmarried;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;Without family;84;1.65;Smoker
2/20/2021 0:23:34;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;5-10;To stay connected with people;Motivational/ informative contents;Yes;No;No;Sometimes;Most of the times;Yes;Not trying;20;Female;Unmarried;Hindu;Graduate Level;Unemployed including students;No income;Urban Area;Without family;84;1.65;Non-smoker
2/22/2021 11:04:01;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;Updates of current affairs/news;Yes;No;No;Not at all;Never;No;Not trying;28;Male;Married;Muslim;Masters or above;Private job;Above 70,000 Tk;Urban Area;With family;74;1.55;Non-smoker
3/6/2021 21:52:30;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;3-5 hours;Evening;500-2000;Few of them;Less than 5;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;10,000-40,000 Tk;Rural Area;With family;79;1.60;Non-smoker
2/20/2021 14:15:20;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;1-2 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;Get pleasure from funny posts/ memes;No;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;21;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;79;1.60;Non-smoker
2/19/2021 21:32:38;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;All of them;5-10;For time pass;Updates of current affairs/news;No;No;No;Not at all;Never;No;Trying to reduce the use;31;Male;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;95;1.75;Non-smoker
2/20/2021 2:00:41;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;For time pass;To stay connected with people;Yes;No;Yes;Sometimes;Most of the times;Yes;Not trying;22;Female;Unmarried;Hindu;Graduate Level;Unemployed including students;No income;Urban Area;Without family;48;1.24;Smoker
2/15/2021 19:22:53;Yes;Facebook;Desktop;Broadband (Wi-Fi);5-10 years;1-2 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;Updates of people;No;No;Yes;Sometimes;Most of the times;Yes;Not trying;32;Male;Unmarried;Muslim;Masters or above;Govt. job;10,000-40,000 Tk;Rural Area;With family;75;1.55;Non-smoker
2/14/2021 19:19:47;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;Motivational/ informative contents;Yes;No;Yes;Sometimes;Most of the times;No;Trying to stop the use;27;Female;Married;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;75;1.55;Non-smoker
2/17/2021 3:50:50;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;1-2 per day;Less than 1 hour;Evening;500-2000;Many of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;No;No;No;Sometimes;All the times;Yes;Trying to reduce the use;22;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;10,000-40,000 Tk;Rural Area;Without family;75;1.55;Non-smoker
2/19/2021 23:51:45;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Night to late night;More than 4000;Most of them;More than 20;To stay connected with people;Motivational/ informative contents;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;28;Male;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;88;1.68;Non-smoker
2/22/2021 17:45:49;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Many of them;Less than 5;To make new friends;Updates of people;No;Yes;No;Sometimes;Most of the times;Yes;Trying to reduce the use;32;Male;Married;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;78;1.57;Non-smoker
2/19/2021 20:54:29;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Many of them;5-10;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;24;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;49;1.24;Non-smoker
2/20/2021 13:46:01;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;No;Not trying;21;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;76;1.55;Non-smoker
2/22/2021 19:21:12;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Morning;500-2000;Most of them;Less than 5;To stay connected with people;Updates of current affairs/news;No;No;No;Sometimes;Never;Yes;Not trying;49;Male;Married;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;89;1.68;Smoker
2/27/2021 23:17:44;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;More than 20;For time pass;Updates of people;No;No;Yes;Sometimes;Most of the times;Yes;Not trying;25;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;92;1.70;Smoker
2/22/2021 19:33:57;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Few of them;Less than 5;For time pass;Updates of current affairs/news;No;Yes;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;46;Male;Married;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;40,000-70,000 Tk;Rural Area;With family;92;1.70;Smoker
2/17/2021 4:43:36;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Most of the times;No;Not trying;29;Male;Married;Muslim;Masters or above;Private job;Above 70,000 Tk;Urban Area;With family;95;1.73;Non-smoker
2/21/2021 12:31:22;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;More than 20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;Yes;Not trying;22;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;95;1.73;Smoker
2/20/2021 23:30:50;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;Less than 1 hour;Night to late night;500-2000;Few of them;5-10;To stay connected with people;Motivational/ informative contents;No;No;Yes;Sometimes;All the times;Yes;Trying to reduce the use;26;Male;Unmarried;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;98;1.75;Smoker
3/1/2021 0:48:17;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Night to late night;500-2000;Most of them;5-10;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;28;Male;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;90;1.68;Smoker
2/27/2021 10:43:13;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;5-10;To stay connected with people;To stay connected with people;No;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;25;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;90;1.68;Non-smoker
3/7/2021 14:36:16;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Afternoon;Less than 500;Many of them;5-10;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Never;Yes;Trying to reduce the use;18;Male;Married;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;77;1.55;Smoker
3/7/2021 14:33:26;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;1-2 per day;1-3 hours;Evening;Less than 500;Few of them;Less than 5;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Not at all;Never;Yes;Trying to reduce the use;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;77;1.55;Non-smoker
2/14/2021 19:49:42;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;To stay connected with people;Motivational/ informative contents;Yes;No;Yes;Not at all;Never;Yes;Trying to reduce the use;39;Female;Married;Muslim;Masters or above;Homemaker ;No income;Urban Area;With family;80;1.57;Non-smoker
2/21/2021 23:19:40;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Few of them;More than 20;For time pass;Updates of current affairs/news;No;No;Yes;Always;All the times;Yes;Trying to reduce the use;26;Female;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;80;1.57;Non-smoker
2/4/2021 13:29:21;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Most of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;No;No;No;Sometimes;Most of the times;Yes;Yes, I am trying and I have reduced using it;26;Female;Unmarried;Muslim;Graduate or above;Unemployed including students;10,000-40,000 Tk;Urban Area;With family;80;1.57;Non-smoker
2/20/2021 21:31:26;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;All of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;No;Not trying;26;Female;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;50;1.24;Non-smoker
3/1/2021 15:19:27;Yes;Facebook;Laptop;Broadband (Wi-Fi);More than 10 years;More than 5 per day;3-5 hours;Evening;500-2000;Most of them;10-20;For time pass;Get pleasure from funny posts/ memes;Yes;Yes;No;Not at all;Never;Yes;Trying to reduce the use;15;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;88;1.65;Smoker
2/20/2021 19:35:44;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Evening;Less than 500;All of them;Less than 5;To stay connected with people;Updates of current affairs/news;No;No;No;Sometimes;Never;Yes;Not trying;36;Female;Married;Muslim;Secondary Level;Unemployed including students;No income;Urban Area;With family;75;1.52;Non-smoker
2/16/2021 22:26:41;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;10-20;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;Never;No;Trying to reduce the use;34;Male;Married;Not religious ;Graduate Level;Private job;Above 70,000 Tk;Urban Area;With family;95;1.70;Smoker
2/22/2021 10:46:48;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;More than 20;For time pass;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;23;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;110;1.83;Smoker
2/20/2021 21:35:55;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;Updates of people;Yes;Yes;Yes;Not at all;Most of the times;No;Trying to stop the use;26;Male;Unmarried;Muslim;Graduate Level;Private job;40,000-70,000 Tk;Urban Area;With family;107;1.80;Smoker
3/7/2021 15:21:35;Yes;Facebook;Tablet;Mobile data;5-10 years;Less than 1 per day;1-3 hours;Morning;2000-4000;Many of them;Less than 5;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to stop the use;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;79;1.55;Smoker
2/24/2021 23:46:24;Yes;WhatsApp;Mobile Phone;Mobile data;5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;5-10;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Most of the times;No;Not trying;25;Male;Unmarried;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;With family;87;1.63;Non-smoker
3/1/2021 23:49:12;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Night to late night;500-2000;Many of them;More than 20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Sometimes;All the times;Yes;Trying to reduce the use;14;Male;Unmarried;Muslim;Primary level;Unemployed including students;No income;Rural Area;With family;90;1.65;Smoker
3/5/2021 8:59:57;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;Less than 500;Few of them;More than 20;For time pass;Get pleasure from funny posts/ memes;No;Yes;Yes;Sometimes;Never;Yes;Not trying;23;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;90;1.65;Non-smoker
3/6/2021 23:07:04;Yes;Facebook;Tablet;Broadband (Wi-Fi);2-5 years;1-2 per day;3-5 hours;Evening;500-2000;Most of them;Less than 5;To make new friends;To stay connected with people;Yes;Yes;No;Always;Never;Yes;Trying to reduce the use;23;Male;Unmarried;Muslim;;Unemployed including students;No income;Rural Area;With family;88;1.63;Smoker
3/5/2021 21:11:43;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Morning;Less than 500;All of them;Less than 5;To stay connected with people;Get pleasure from funny posts/ memes;Yes;Yes;No;Always;Most of the times;Yes;Trying to reduce the use;16;Male;Unmarried;Muslim;Primary level;Unemployed including students;No income;Rural Area;With family;88;1.63;Smoker
2/20/2021 21:11:13;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;3-5 hours;Frequently at anytime;Less than 500;Most of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;26;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;80;1.55;Non-smoker
